tweet,sentiment,Sentiment,Confidence,score
I used my phone today.,neutral,Neutral,0.5062140822410583,0
I love this this place!,positive,Positive,0.6599345803260803,1
the website is available now.,neutral,Neutral,0.5062140822410583,0
I have the feature.,neutral,Neutral,0.5062140822410583,0
This ruined my day: my day.,negative,Negative,0.6100531220436096,-1
I love this the service!,positive,Positive,0.6599345803260803,1
"Totally worth it, the feature is awesome!",positive,Positive,0.6599345803260803,1
my phone is part of my routine.,neutral,Neutral,0.5062140822410583,0
Completely useless the movie.,negative,Negative,0.6100531220436096,-1
Best experience ever with the food!,positive,Positive,0.6599345803260803,1
Feeling amazing about the experience today!,positive,Positive,0.6599345803260803,1
Highly recommend this app!,positive,Positive,0.6599345803260803,1
Information about the feature.,neutral,Neutral,0.5062140822410583,0
Information about this product.,neutral,Neutral,0.5062140822410583,0
Worst experience ever with the weather.,negative,Negative,0.6100531220436096,-1
the service is available now.,neutral,Neutral,0.5062140822410583,0
I love this the feature!,positive,Positive,0.6599345803260803,1
Trying out the weather.,neutral,Neutral,0.5062140822410583,0
I saw the restaurant yesterday.,neutral,Neutral,0.5062140822410583,0
This ruined my day: the experience.,negative,Negative,0.6100531220436096,-1
I saw the feature yesterday.,neutral,Neutral,0.5062140822410583,0
this product is part of my routine.,neutral,Neutral,0.5062140822410583,0
I used the service today.,neutral,Neutral,0.5062140822410583,0
I used the feature today.,neutral,Neutral,0.5062140822410583,0
This made my day: my workout!,positive,Positive,0.6599345803260803,1
I hate this this product.,negative,Negative,0.6100531220436096,-1
Completely useless the food.,negative,Negative,0.6100531220436096,-1
Highly recommend the weather!,positive,Positive,0.6599345803260803,1
Completely useless the restaurant.,negative,Negative,0.6100531220436096,-1
This the update is absolutely fantastic!,positive,Positive,0.6599345803260803,1
So खुश with this place!,positive,Positive,0.6599345803260803,1
I hate this the feature.,negative,Negative,0.6100531220436096,-1
Planning to use this app.,neutral,Neutral,0.5062140822410583,0
This ruined my day: my day.,negative,Negative,0.6100531220436096,-1
Feeling amazing about the website today!,positive,Positive,0.6599345803260803,1
I hate this the restaurant.,negative,Negative,0.6100531220436096,-1
I saw this place yesterday.,neutral,Neutral,0.5062140822410583,0
the weather is available now.,neutral,Neutral,0.5062140822410583,0
Best experience ever with this place!,positive,Positive,0.6599345803260803,1
So खुश with the website!,positive,Positive,0.6599345803260803,1
Best experience ever with the website!,positive,Positive,0.6599345803260803,1
Best experience ever with my phone!,positive,Positive,0.6599345803260803,1
I saw this product yesterday.,neutral,Neutral,0.5062140822410583,0
I love this the update!,positive,Positive,0.6599345803260803,1
I have this product.,neutral,Neutral,0.5062140822410583,0
I saw the movie yesterday.,neutral,Neutral,0.5062140822410583,0
Feeling amazing about my workout today!,positive,Positive,0.6599345803260803,1
Planning to use this place.,neutral,Neutral,0.5062140822410583,0
I hate this the update.,negative,Negative,0.6100531220436096,-1
the restaurant is part of my routine.,neutral,Neutral,0.5062140822410583,0
I saw the feature yesterday.,neutral,Neutral,0.5062140822410583,0
Not happy with the feature at all.,negative,Negative,0.6100531220436096,-1
Regret trying the restaurant.,negative,Negative,0.6100531220436096,-1
Never using my phone again.,negative,Negative,0.6100531220436096,-1
Just checking this app.,neutral,Neutral,0.5062140822410583,0
Information about the food.,neutral,Neutral,0.5062140822410583,0
This ruined my day: this product.,negative,Negative,0.6100531220436096,-1
Super happy with this product!,positive,Positive,0.6599345803260803,1
This the restaurant is so disappointing.,negative,Negative,0.6100531220436096,-1
I saw the movie yesterday.,neutral,Neutral,0.5062140822410583,0
So frustrating dealing with this product.,negative,Negative,0.6100531220436096,-1
Planning to use my workout.,neutral,Neutral,0.5062140822410583,0
This made my day: the service!,positive,Positive,0.6599345803260803,1
Can't stop smiling because of my phone!,positive,Positive,0.6599345803260803,1
Feeling amazing about this app today!,positive,Positive,0.6599345803260803,1
Highly recommend my phone!,positive,Positive,0.6599345803260803,1
my day is available now.,neutral,Neutral,0.5062140822410583,0
Highly recommend this place!,positive,Positive,0.6599345803260803,1
the update is part of my routine.,neutral,Neutral,0.5062140822410583,0
This this place is so disappointing.,negative,Negative,0.6100531220436096,-1
the experience was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
So खुश with my day!,positive,Positive,0.6599345803260803,1
Best experience ever with the movie!,positive,Positive,0.6599345803260803,1
Planning to use this app.,neutral,Neutral,0.5062140822410583,0
So frustrating dealing with the feature.,negative,Negative,0.6100531220436096,-1
I have my workout.,neutral,Neutral,0.5062140822410583,0
"Totally worth it, the update is awesome!",positive,Positive,0.6599345803260803,1
"Totally worth it, the experience is awesome!",positive,Positive,0.6599345803260803,1
I love this this app!,positive,Positive,0.6599345803260803,1
This ruined my day: the restaurant.,negative,Negative,0.6100531220436096,-1
Never using the movie again.,negative,Negative,0.6100531220436096,-1
This my workout is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Can't stop smiling because of the service!,positive,Positive,0.6599345803260803,1
I love this the experience!,positive,Positive,0.6599345803260803,1
I saw the food yesterday.,neutral,Neutral,0.5062140822410583,0
I love this this app!,positive,Positive,0.6599345803260803,1
Just checking this app.,neutral,Neutral,0.5062140822410583,0
Super happy with the movie!,positive,Positive,0.6599345803260803,1
Not happy with the movie at all.,negative,Negative,0.6100531220436096,-1
I used the update today.,neutral,Neutral,0.5062140822410583,0
Information about my workout.,neutral,Neutral,0.5062140822410583,0
This the experience is so disappointing.,negative,Negative,0.6100531220436096,-1
Information about the restaurant.,neutral,Neutral,0.5062140822410583,0
Just checking the feature.,neutral,Neutral,0.5062140822410583,0
the weather was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
the movie is available now.,neutral,Neutral,0.5062140822410583,0
I love this the service!,positive,Positive,0.6599345803260803,1
I love this the restaurant!,positive,Positive,0.6599345803260803,1
Just checking this place.,neutral,Neutral,0.5062140822410583,0
Just checking the food.,neutral,Neutral,0.5062140822410583,0
Feeling terrible about my day.,negative,Negative,0.6100531220436096,-1
Never using the website again.,negative,Negative,0.6100531220436096,-1
This ruined my day: the food.,negative,Negative,0.6100531220436096,-1
Not happy with my workout at all.,negative,Negative,0.6100531220436096,-1
Trying out the weather.,neutral,Neutral,0.5062140822410583,0
the restaurant is part of my routine.,neutral,Neutral,0.5062140822410583,0
Just checking the restaurant.,neutral,Neutral,0.5062140822410583,0
Not happy with this place at all.,negative,Negative,0.6100531220436096,-1
I used the restaurant today.,neutral,Neutral,0.5062140822410583,0
Worst experience ever with my day.,negative,Negative,0.6100531220436096,-1
This ruined my day: my phone.,negative,Negative,0.6100531220436096,-1
the service is available now.,neutral,Neutral,0.5062140822410583,0
Feeling amazing about this app today!,positive,Positive,0.6599345803260803,1
I have the weather.,neutral,Neutral,0.5062140822410583,0
This the feature is so disappointing.,negative,Negative,0.6100531220436096,-1
my phone is part of my routine.,neutral,Neutral,0.5062140822410583,0
This ruined my day: the food.,negative,Negative,0.6100531220436096,-1
this product is part of my routine.,neutral,Neutral,0.5062140822410583,0
Trying out this place.,neutral,Neutral,0.5062140822410583,0
Can't stop smiling because of the restaurant!,positive,Positive,0.6599345803260803,1
I love this my workout!,positive,Positive,0.6599345803260803,1
the weather is available now.,neutral,Neutral,0.5062140822410583,0
this place is available now.,neutral,Neutral,0.5062140822410583,0
Trying out this product.,neutral,Neutral,0.5062140822410583,0
I saw this place yesterday.,neutral,Neutral,0.5062140822410583,0
Just checking my workout.,neutral,Neutral,0.5062140822410583,0
This made my day: this place!,positive,Positive,0.6599345803260803,1
Completely useless the experience.,negative,Negative,0.6100531220436096,-1
This the experience is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Not happy with my phone at all.,negative,Negative,0.6100531220436096,-1
Trying out the movie.,neutral,Neutral,0.5062140822410583,0
This the movie is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Super happy with the movie!,positive,Positive,0.6599345803260803,1
Not happy with the service at all.,negative,Negative,0.6100531220436096,-1
This the weather is absolutely fantastic!,positive,Positive,0.6599345803260803,1
So खुश with the weather!,positive,Positive,0.6599345803260803,1
I saw the website yesterday.,neutral,Neutral,0.5062140822410583,0
Trying out this product.,neutral,Neutral,0.5062140822410583,0
Super happy with the service!,positive,Positive,0.6599345803260803,1
Worst experience ever with the weather.,negative,Negative,0.6100531220436096,-1
So खुश with the service!,positive,Positive,0.6599345803260803,1
Feeling terrible about my phone.,negative,Negative,0.6100531220436096,-1
Feeling amazing about the weather today!,positive,Positive,0.6599345803260803,1
Regret trying the experience.,negative,Negative,0.6100531220436096,-1
I have the feature.,neutral,Neutral,0.5062140822410583,0
the feature is part of my routine.,neutral,Neutral,0.5062140822410583,0
I hate this my day.,negative,Negative,0.6100531220436096,-1
the update is part of my routine.,neutral,Neutral,0.5062140822410583,0
Best experience ever with the website!,positive,Positive,0.6599345803260803,1
Not happy with the food at all.,negative,Negative,0.6100531220436096,-1
So frustrating dealing with this app.,negative,Negative,0.6100531220436096,-1
I saw the service yesterday.,neutral,Neutral,0.5062140822410583,0
Information about my workout.,neutral,Neutral,0.5062140822410583,0
Highly recommend the food!,positive,Positive,0.6599345803260803,1
Super happy with the restaurant!,positive,Positive,0.6599345803260803,1
Planning to use the weather.,neutral,Neutral,0.5062140822410583,0
"Totally worth it, the experience is awesome!",positive,Positive,0.6599345803260803,1
So frustrating dealing with the update.,negative,Negative,0.6100531220436096,-1
Highly recommend the experience!,positive,Positive,0.6599345803260803,1
I have the update.,neutral,Neutral,0.5062140822410583,0
my day was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
Regret trying my day.,negative,Negative,0.6100531220436096,-1
Not happy with the movie at all.,negative,Negative,0.6100531220436096,-1
Completely useless the website.,negative,Negative,0.6100531220436096,-1
Never using the website again.,negative,Negative,0.6100531220436096,-1
This the weather is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Highly recommend my workout!,positive,Positive,0.6599345803260803,1
I saw this app yesterday.,neutral,Neutral,0.5062140822410583,0
Never using the food again.,negative,Negative,0.6100531220436096,-1
This ruined my day: the feature.,negative,Negative,0.6100531220436096,-1
So खुश with the weather!,positive,Positive,0.6599345803260803,1
Just checking the service.,neutral,Neutral,0.5062140822410583,0
Planning to use this product.,neutral,Neutral,0.5062140822410583,0
Worst experience ever with my workout.,negative,Negative,0.6100531220436096,-1
I love this the service!,positive,Positive,0.6599345803260803,1
Never using the feature again.,negative,Negative,0.6100531220436096,-1
Feeling terrible about this product.,negative,Negative,0.6100531220436096,-1
This my phone is so disappointing.,negative,Negative,0.6100531220436096,-1
Never using the website again.,negative,Negative,0.6100531220436096,-1
This my phone is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Not happy with the movie at all.,negative,Negative,0.6100531220436096,-1
This the feature is absolutely fantastic!,positive,Positive,0.6599345803260803,1
This made my day: the restaurant!,positive,Positive,0.6599345803260803,1
Can't stop smiling because of the feature!,positive,Positive,0.6599345803260803,1
Highly recommend the update!,positive,Positive,0.6599345803260803,1
my phone was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
Feeling terrible about the feature.,negative,Negative,0.6100531220436096,-1
Completely useless the experience.,negative,Negative,0.6100531220436096,-1
Not happy with my phone at all.,negative,Negative,0.6100531220436096,-1
Information about this product.,neutral,Neutral,0.5062140822410583,0
Not happy with my day at all.,negative,Negative,0.6100531220436096,-1
Can't stop smiling because of the movie!,positive,Positive,0.6599345803260803,1
I love this the website!,positive,Positive,0.6599345803260803,1
Just checking my workout.,neutral,Neutral,0.5062140822410583,0
Planning to use my phone.,neutral,Neutral,0.5062140822410583,0
So खुश with the service!,positive,Positive,0.6599345803260803,1
This ruined my day: this app.,negative,Negative,0.6100531220436096,-1
Can't stop smiling because of the food!,positive,Positive,0.6599345803260803,1
Trying out the feature.,neutral,Neutral,0.5062140822410583,0
So frustrating dealing with the service.,negative,Negative,0.6100531220436096,-1
this app is part of my routine.,neutral,Neutral,0.5062140822410583,0
Never using the restaurant again.,negative,Negative,0.6100531220436096,-1
I have my phone.,neutral,Neutral,0.5062140822410583,0
This this place is so disappointing.,negative,Negative,0.6100531220436096,-1
Information about this app.,neutral,Neutral,0.5062140822410583,0
the movie was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
This my phone is so disappointing.,negative,Negative,0.6100531220436096,-1
Regret trying the feature.,negative,Negative,0.6100531220436096,-1
Highly recommend the movie!,positive,Positive,0.6599345803260803,1
So खुश with the weather!,positive,Positive,0.6599345803260803,1
Never using the experience again.,negative,Negative,0.6100531220436096,-1
Trying out the weather.,neutral,Neutral,0.5062140822410583,0
Can't stop smiling because of the movie!,positive,Positive,0.6599345803260803,1
I have my phone.,neutral,Neutral,0.5062140822410583,0
Not happy with the website at all.,negative,Negative,0.6100531220436096,-1
Never using my workout again.,negative,Negative,0.6100531220436096,-1
Information about my day.,neutral,Neutral,0.5062140822410583,0
Can't stop smiling because of this app!,positive,Positive,0.6599345803260803,1
I used the service today.,neutral,Neutral,0.5062140822410583,0
Super happy with the restaurant!,positive,Positive,0.6599345803260803,1
This made my day: this app!,positive,Positive,0.6599345803260803,1
Planning to use the service.,neutral,Neutral,0.5062140822410583,0
Just checking this product.,neutral,Neutral,0.5062140822410583,0
I used my phone today.,neutral,Neutral,0.5062140822410583,0
I used the restaurant today.,neutral,Neutral,0.5062140822410583,0
Just checking this place.,neutral,Neutral,0.5062140822410583,0
I have the experience.,neutral,Neutral,0.5062140822410583,0
This the restaurant is absolutely fantastic!,positive,Positive,0.6599345803260803,1
This my day is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Feeling terrible about the movie.,negative,Negative,0.6100531220436096,-1
my workout is available now.,neutral,Neutral,0.5062140822410583,0
So खुश with the movie!,positive,Positive,0.6599345803260803,1
I hate this this product.,negative,Negative,0.6100531220436096,-1
I hate this the website.,negative,Negative,0.6100531220436096,-1
I saw this app yesterday.,neutral,Neutral,0.5062140822410583,0
Feeling amazing about this app today!,positive,Positive,0.6599345803260803,1
Not happy with the update at all.,negative,Negative,0.6100531220436096,-1
Super happy with this product!,positive,Positive,0.6599345803260803,1
So frustrating dealing with the website.,negative,Negative,0.6100531220436096,-1
Can't stop smiling because of the service!,positive,Positive,0.6599345803260803,1
Feeling amazing about the website today!,positive,Positive,0.6599345803260803,1
So खुश with the food!,positive,Positive,0.6599345803260803,1
I used the food today.,neutral,Neutral,0.5062140822410583,0
So खुश with the food!,positive,Positive,0.6599345803260803,1
This ruined my day: the website.,negative,Negative,0.6100531220436096,-1
Feeling terrible about the restaurant.,negative,Negative,0.6100531220436096,-1
Completely useless this app.,negative,Negative,0.6100531220436096,-1
I saw the weather yesterday.,neutral,Neutral,0.5062140822410583,0
Never using the food again.,negative,Negative,0.6100531220436096,-1
Completely useless this product.,negative,Negative,0.6100531220436096,-1
Regret trying the website.,negative,Negative,0.6100531220436096,-1
This my day is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Regret trying the movie.,negative,Negative,0.6100531220436096,-1
This made my day: the update!,positive,Positive,0.6599345803260803,1
This the service is absolutely fantastic!,positive,Positive,0.6599345803260803,1
This this app is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Can't stop smiling because of the weather!,positive,Positive,0.6599345803260803,1
This the weather is so disappointing.,negative,Negative,0.6100531220436096,-1
Best experience ever with this place!,positive,Positive,0.6599345803260803,1
Completely useless the food.,negative,Negative,0.6100531220436096,-1
This made my day: the movie!,positive,Positive,0.6599345803260803,1
Information about the website.,neutral,Neutral,0.5062140822410583,0
This made my day: the experience!,positive,Positive,0.6599345803260803,1
Not happy with the food at all.,negative,Negative,0.6100531220436096,-1
This made my day: my phone!,positive,Positive,0.6599345803260803,1
Never using the restaurant again.,negative,Negative,0.6100531220436096,-1
Trying out the experience.,neutral,Neutral,0.5062140822410583,0
Can't stop smiling because of the feature!,positive,Positive,0.6599345803260803,1
"Totally worth it, the website is awesome!",positive,Positive,0.6599345803260803,1
This made my day: the experience!,positive,Positive,0.6599345803260803,1
Best experience ever with this place!,positive,Positive,0.6599345803260803,1
Not happy with the weather at all.,negative,Negative,0.6100531220436096,-1
Highly recommend this place!,positive,Positive,0.6599345803260803,1
Not happy with the weather at all.,negative,Negative,0.6100531220436096,-1
Regret trying the website.,negative,Negative,0.6100531220436096,-1
I love this my day!,positive,Positive,0.6599345803260803,1
Best experience ever with the feature!,positive,Positive,0.6599345803260803,1
Worst experience ever with the food.,negative,Negative,0.6100531220436096,-1
This the service is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Planning to use the weather.,neutral,Neutral,0.5062140822410583,0
Never using this place again.,negative,Negative,0.6100531220436096,-1
Feeling amazing about this app today!,positive,Positive,0.6599345803260803,1
I used my phone today.,neutral,Neutral,0.5062140822410583,0
This the feature is so disappointing.,negative,Negative,0.6100531220436096,-1
the movie is part of my routine.,neutral,Neutral,0.5062140822410583,0
This my phone is so disappointing.,negative,Negative,0.6100531220436096,-1
This made my day: my workout!,positive,Positive,0.6599345803260803,1
Trying out the experience.,neutral,Neutral,0.5062140822410583,0
This ruined my day: the restaurant.,negative,Negative,0.6100531220436096,-1
Never using my phone again.,negative,Negative,0.6100531220436096,-1
I used the service today.,neutral,Neutral,0.5062140822410583,0
This my workout is so disappointing.,negative,Negative,0.6100531220436096,-1
Highly recommend my phone!,positive,Positive,0.6599345803260803,1
I hate this the website.,negative,Negative,0.6100531220436096,-1
Feeling terrible about my workout.,negative,Negative,0.6100531220436096,-1
Best experience ever with the service!,positive,Positive,0.6599345803260803,1
the service was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
Feeling amazing about the service today!,positive,Positive,0.6599345803260803,1
Feeling amazing about the restaurant today!,positive,Positive,0.6599345803260803,1
the website is available now.,neutral,Neutral,0.5062140822410583,0
"Totally worth it, the food is awesome!",positive,Positive,0.6599345803260803,1
Never using the feature again.,negative,Negative,0.6100531220436096,-1
I love this my phone!,positive,Positive,0.6599345803260803,1
I hate this the movie.,negative,Negative,0.6100531220436096,-1
I have the experience.,neutral,Neutral,0.5062140822410583,0
"Totally worth it, the restaurant is awesome!",positive,Positive,0.6599345803260803,1
Information about this place.,neutral,Neutral,0.5062140822410583,0
I love this this app!,positive,Positive,0.6599345803260803,1
"Totally worth it, the service is awesome!",positive,Positive,0.6599345803260803,1
So frustrating dealing with my phone.,negative,Negative,0.6100531220436096,-1
So frustrating dealing with the movie.,negative,Negative,0.6100531220436096,-1
Highly recommend the feature!,positive,Positive,0.6599345803260803,1
Not happy with the movie at all.,negative,Negative,0.6100531220436096,-1
Feeling terrible about the website.,negative,Negative,0.6100531220436096,-1
Trying out this product.,neutral,Neutral,0.5062140822410583,0
the service is available now.,neutral,Neutral,0.5062140822410583,0
Trying out the weather.,neutral,Neutral,0.5062140822410583,0
Just checking my phone.,neutral,Neutral,0.5062140822410583,0
Never using my phone again.,negative,Negative,0.6100531220436096,-1
Not happy with this place at all.,negative,Negative,0.6100531220436096,-1
Completely useless the update.,negative,Negative,0.6100531220436096,-1
Information about the food.,neutral,Neutral,0.5062140822410583,0
I hate this this product.,negative,Negative,0.6100531220436096,-1
Can't stop smiling because of this place!,positive,Positive,0.6599345803260803,1
Worst experience ever with this place.,negative,Negative,0.6100531220436096,-1
Not happy with the feature at all.,negative,Negative,0.6100531220436096,-1
the service is part of my routine.,neutral,Neutral,0.5062140822410583,0
the food is part of my routine.,neutral,Neutral,0.5062140822410583,0
"Totally worth it, the food is awesome!",positive,Positive,0.6599345803260803,1
Super happy with the update!,positive,Positive,0.6599345803260803,1
I have the feature.,neutral,Neutral,0.5062140822410583,0
the service was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
Feeling amazing about my phone today!,positive,Positive,0.6599345803260803,1
I have the website.,neutral,Neutral,0.5062140822410583,0
the website was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
Worst experience ever with the food.,negative,Negative,0.6100531220436096,-1
Worst experience ever with the feature.,negative,Negative,0.6100531220436096,-1
Trying out the update.,neutral,Neutral,0.5062140822410583,0
Just checking my phone.,neutral,Neutral,0.5062140822410583,0
Regret trying the service.,negative,Negative,0.6100531220436096,-1
This made my day: the experience!,positive,Positive,0.6599345803260803,1
Highly recommend the weather!,positive,Positive,0.6599345803260803,1
Super happy with this app!,positive,Positive,0.6599345803260803,1
So खुश with the food!,positive,Positive,0.6599345803260803,1
So frustrating dealing with the food.,negative,Negative,0.6100531220436096,-1
Super happy with the service!,positive,Positive,0.6599345803260803,1
I used the service today.,neutral,Neutral,0.5062140822410583,0
Highly recommend the service!,positive,Positive,0.6599345803260803,1
Best experience ever with the service!,positive,Positive,0.6599345803260803,1
Information about the feature.,neutral,Neutral,0.5062140822410583,0
Regret trying the website.,negative,Negative,0.6100531220436096,-1
Worst experience ever with the service.,negative,Negative,0.6100531220436096,-1
this product was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
"Totally worth it, the food is awesome!",positive,Positive,0.6599345803260803,1
So खुश with the website!,positive,Positive,0.6599345803260803,1
This the website is so disappointing.,negative,Negative,0.6100531220436096,-1
Planning to use the website.,neutral,Neutral,0.5062140822410583,0
Not happy with the feature at all.,negative,Negative,0.6100531220436096,-1
Best experience ever with this product!,positive,Positive,0.6599345803260803,1
Completely useless the weather.,negative,Negative,0.6100531220436096,-1
I hate this this place.,negative,Negative,0.6100531220436096,-1
Highly recommend the restaurant!,positive,Positive,0.6599345803260803,1
I love this the experience!,positive,Positive,0.6599345803260803,1
Regret trying the experience.,negative,Negative,0.6100531220436096,-1
So frustrating dealing with my phone.,negative,Negative,0.6100531220436096,-1
I saw the restaurant yesterday.,neutral,Neutral,0.5062140822410583,0
Super happy with the website!,positive,Positive,0.6599345803260803,1
So खुश with my day!,positive,Positive,0.6599345803260803,1
I saw the movie yesterday.,neutral,Neutral,0.5062140822410583,0
Worst experience ever with the experience.,negative,Negative,0.6100531220436096,-1
This the service is absolutely fantastic!,positive,Positive,0.6599345803260803,1
my day is part of my routine.,neutral,Neutral,0.5062140822410583,0
I love this the experience!,positive,Positive,0.6599345803260803,1
Never using the service again.,negative,Negative,0.6100531220436096,-1
So frustrating dealing with this app.,negative,Negative,0.6100531220436096,-1
I love this the service!,positive,Positive,0.6599345803260803,1
Not happy with this app at all.,negative,Negative,0.6100531220436096,-1
So frustrating dealing with this place.,negative,Negative,0.6100531220436096,-1
This made my day: the website!,positive,Positive,0.6599345803260803,1
Super happy with the food!,positive,Positive,0.6599345803260803,1
Not happy with the website at all.,negative,Negative,0.6100531220436096,-1
Not happy with the experience at all.,negative,Negative,0.6100531220436096,-1
Planning to use the experience.,neutral,Neutral,0.5062140822410583,0
I love this the restaurant!,positive,Positive,0.6599345803260803,1
So खुश with this place!,positive,Positive,0.6599345803260803,1
So खुश with the experience!,positive,Positive,0.6599345803260803,1
Highly recommend this app!,positive,Positive,0.6599345803260803,1
Can't stop smiling because of my phone!,positive,Positive,0.6599345803260803,1
Can't stop smiling because of the service!,positive,Positive,0.6599345803260803,1
Never using the update again.,negative,Negative,0.6100531220436096,-1
So खुश with the update!,positive,Positive,0.6599345803260803,1
the weather was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
Planning to use my workout.,neutral,Neutral,0.5062140822410583,0
the update is part of my routine.,neutral,Neutral,0.5062140822410583,0
I love this my day!,positive,Positive,0.6599345803260803,1
the service is available now.,neutral,Neutral,0.5062140822410583,0
I used this place today.,neutral,Neutral,0.5062140822410583,0
This the restaurant is absolutely fantastic!,positive,Positive,0.6599345803260803,1
This my day is so disappointing.,negative,Negative,0.6100531220436096,-1
Regret trying the restaurant.,negative,Negative,0.6100531220436096,-1
Regret trying my day.,negative,Negative,0.6100531220436096,-1
I hate this this place.,negative,Negative,0.6100531220436096,-1
Feeling amazing about the experience today!,positive,Positive,0.6599345803260803,1
Information about my phone.,neutral,Neutral,0.5062140822410583,0
I saw the feature yesterday.,neutral,Neutral,0.5062140822410583,0
Super happy with this place!,positive,Positive,0.6599345803260803,1
I used the movie today.,neutral,Neutral,0.5062140822410583,0
So frustrating dealing with my day.,negative,Negative,0.6100531220436096,-1
this place was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
Highly recommend the website!,positive,Positive,0.6599345803260803,1
Just checking the website.,neutral,Neutral,0.5062140822410583,0
Trying out the update.,neutral,Neutral,0.5062140822410583,0
the food is part of my routine.,neutral,Neutral,0.5062140822410583,0
This the food is absolutely fantastic!,positive,Positive,0.6599345803260803,1
This my day is so disappointing.,negative,Negative,0.6100531220436096,-1
Feeling terrible about the restaurant.,negative,Negative,0.6100531220436096,-1
Highly recommend this product!,positive,Positive,0.6599345803260803,1
Not happy with this product at all.,negative,Negative,0.6100531220436096,-1
Trying out the weather.,neutral,Neutral,0.5062140822410583,0
Never using my day again.,negative,Negative,0.6100531220436096,-1
Never using the movie again.,negative,Negative,0.6100531220436096,-1
Feeling terrible about the food.,negative,Negative,0.6100531220436096,-1
I have the feature.,neutral,Neutral,0.5062140822410583,0
Trying out the movie.,neutral,Neutral,0.5062140822410583,0
Not happy with the experience at all.,negative,Negative,0.6100531220436096,-1
"Totally worth it, the movie is awesome!",positive,Positive,0.6599345803260803,1
Feeling amazing about my day today!,positive,Positive,0.6599345803260803,1
Feeling amazing about the food today!,positive,Positive,0.6599345803260803,1
Planning to use the website.,neutral,Neutral,0.5062140822410583,0
Not happy with this product at all.,negative,Negative,0.6100531220436096,-1
I hate this the update.,negative,Negative,0.6100531220436096,-1
Feeling amazing about this place today!,positive,Positive,0.6599345803260803,1
This ruined my day: this product.,negative,Negative,0.6100531220436096,-1
I hate this my phone.,negative,Negative,0.6100531220436096,-1
This the restaurant is absolutely fantastic!,positive,Positive,0.6599345803260803,1
Feeling terrible about this app.,negative,Negative,0.6100531220436096,-1
Worst experience ever with the experience.,negative,Negative,0.6100531220436096,-1
Trying out this app.,neutral,Neutral,0.5062140822410583,0
This the update is so disappointing.,negative,Negative,0.6100531220436096,-1
Not happy with this place at all.,negative,Negative,0.6100531220436096,-1
This the movie is absolutely fantastic!,positive,Positive,0.6599345803260803,1
"Totally worth it, the service is awesome!",positive,Positive,0.6599345803260803,1
Highly recommend the website!,positive,Positive,0.6599345803260803,1
Highly recommend the food!,positive,Positive,0.6599345803260803,1
Worst experience ever with the update.,negative,Negative,0.6100531220436096,-1
Never using the feature again.,negative,Negative,0.6100531220436096,-1
Not happy with the feature at all.,negative,Negative,0.6100531220436096,-1
Regret trying the service.,negative,Negative,0.6100531220436096,-1
So frustrating dealing with the service.,negative,Negative,0.6100531220436096,-1
So frustrating dealing with the website.,negative,Negative,0.6100531220436096,-1
Super happy with the experience!,positive,Positive,0.6599345803260803,1
Feeling terrible about the restaurant.,negative,Negative,0.6100531220436096,-1
I hate this this app.,negative,Negative,0.6100531220436096,-1
I hate this the restaurant.,negative,Negative,0.6100531220436096,-1
my day was discussed in the meeting.,neutral,Neutral,0.5062140822410583,0
Information about my phone.,neutral,Neutral,0.5062140822410583,0
I have my day.,neutral,Neutral,0.5062140822410583,0
So frustrating dealing with the restaurant.,negative,Negative,0.6100531220436096,-1
This my day is so disappointing.,negative,Negative,0.6100531220436096,-1
Highly recommend this place!,positive,Positive,0.6599345803260803,1
Completely useless the restaurant.,negative,Negative,0.6100531220436096,-1
So frustrating dealing with the update.,negative,Negative,0.6100531220436096,-1
Trying out the restaurant.,neutral,Neutral,0.5062140822410583,0
I used this app today.,neutral,Neutral,0.5062140822410583,0
I hate this this place.,negative,Negative,0.6100531220436096,-1
I saw the experience yesterday.,neutral,Neutral,0.5062140822410583,0
So frustrating dealing with the website.,negative,Negative,0.6100531220436096,-1
this place is part of my routine.,neutral,Neutral,0.5062140822410583,0
This ruined my day: my day.,negative,Negative,0.6100531220436096,-1
So खुश with this place!,positive,Positive,0.6599345803260803,1
This made my day: my phone!,positive,Positive,0.6599345803260803,1
